ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
MLGO,"MicroAlgo, Inc.",105594436.0,USD,Technology services,Packaged software,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Computer",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
ADBE,Adobe Inc.,150552827886.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-09-10,2025-06-12,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
ROP,"Roper Technologies, Inc.",56438070753.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-10-22,2025-07-21,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
IDCC,"InterDigital, Inc.",6885101282.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-10-30,2025-07-31,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Telecommunications, Mini-Russell 2000",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
SNPS,"Synopsys, Inc.",110286009521.0,USD,Technology services,Packaged software,NASDAQ,Strong buy,2025-09-09,2025-05-28,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
INTU,Intuit Inc.,183976692293.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-11-20,2025-08-21,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
MSFT,Microsoft Corporation,3731746975137.0,USD,Technology services,Packaged software,NASDAQ,Strong buy,2025-10-28,2025-07-30,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NYSE Arca Major Market, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
FFIV,"F5, Inc.",18128603939.0,USD,Technology services,Packaged software,NASDAQ,Neutral,2025-10-28,2025-07-30,"S&P 500, NASDAQ Composite, S&P 500 Information Technology, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
LDOS,"Leidos Holdings, Inc.",23395019413.0,USD,Technology services,Packaged software,NYSE,Buy,2025-11-04,2025-08-05,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
SLDE,"Slide Insurance Holdings, Inc.",1621426791.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-12-03,2025-08-12,"NASDAQ Composite, NASDAQ Insurance",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Packaged software,ticker_universe_industry_Packaged_software,simple_universe_generator,2025-09-18T22:51:09.758904
